Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,height_m,bmi
3110,Chris Taft,208.0,117.0,University of Pittsburgh,1985.0,Brooklyn,New York,2.08,27.043269230769226
3111,Donell Taylor,198.0,81.0,University of Alabama at Birmingham,1982.0,Washington,District of Columbia,1.98,20.66115702479339
3112,Dijon Thompson,201.0,88.0,"University of California, Los Angeles",1983.0,Los Angeles,California,2.01,21.7816390683399
3113,Ronny Turiaf,208.0,112.0,Gonzaga University,1983.0,Le Robert,Martinique,2.08,25.88757396449704
3114,Charlie Villanueva,211.0,105.0,University of Connecticut,1984.0,Queens,New York,2.11,23.584375912490735
3115,Von Wafer,196.0,95.0,Florida State University,1985.0,Homer,Louisiana,1.96,24.729279466888798
3116,Matt Walsh,198.0,92.0,University of Florida,1982.0,Holland,Pennsylvania,1.98,23.46699316396286
3117,Hakim Warrick,206.0,99.0,Syracuse University,1982.0,Philadelphia,Pennsylvania,2.06,23.329248751060423
3118,Martell Webster,216.0,102.0,Morgan State University,1952.0,Baltimore,Maryland,2.16,21.862139917695472
3119,Robert Whaley,208.0,117.0,Walsh University,1982.0,Benton Harbor,Michigan,2.08,27.043269230769226
3120,Deron Williams,190.0,90.0,University of Illinois at Urbana-Champaign,1984.0,Parkersburg,West Virginia,1.9,24.930747922437675
3121,Lou Williams,206.0,90.0,Stetson University,1969.0,Ocala,Florida,2.06,21.208407955509475
3122,Marvin Williams,185.0,89.0,University of Alabama,1982.0,Jackson,Mississippi,1.85,26.004382761139514
3123,Antoine Wright,201.0,95.0,Texas A&M University,1984.0,West Covina,California,2.01,23.514269448776027
3124,Bracey Wright,211.0,102.0,"University of California, Los Angeles",1962.0,Hollywood,California,2.11,22.910536600705285
3125,Derrick Zimmerman,190.0,88.0,Mississippi State University,1981.0,Monroe,Louisiana,1.9,24.37673130193906
3126,Hassan Adams,193.0,99.0,University of Arizona,1984.0,Inglewood,California,1.93,26.577894708582782
3127,Maurice Ager,196.0,91.0,Michigan State University,1984.0,Detroit,Michigan,1.96,23.688046647230323
3128,LaMarcus Aldridge,211.0,117.0,University of Texas at Austin,1985.0,Dallas,Texas,2.11,26.279733159632535
3129,Lou Amundson,206.0,99.0,"University of Nevada, Las Vegas",1982.0,Ventura,California,2.06,23.329248751060423
3130,Hilton Armstrong,211.0,106.0,University of Connecticut,1984.0,Peekskill,New York,2.11,23.80898901641922
3131,James Augustine,208.0,106.0,University of Illinois at Urbana-Champaign,1984.0,Midlothian,Illinois,2.08,24.500739644970412
3132,Kelenna Azubuike,196.0,99.0,University of Kentucky,1983.0,London,United Kingdom,1.96,25.770512286547273
3133,Renaldo Balkman,203.0,94.0,University of South Carolina,1984.0,Staten Island,New York,2.03,22.8105510932078
3134,J.J. Barea,203.0,94.0,,1984.0,,,2.03,22.8105510932078
3135,Andrea Bargnani,213.0,111.0,,1985.0,Rome,Italy,2.13,24.466045096872318
3136,Will Blalock,183.0,92.0,Iowa State University,1983.0,Boston,Massachusetts,1.83,27.471707127713575
3137,Josh Boone,208.0,107.0,University of Connecticut,1984.0,Mount Airy,Maryland,2.08,24.73187869822485
3138,Cedric Bozeman,198.0,93.0,"University of California, Los Angeles",1983.0,Los Angeles,California,1.98,23.72206917661463
3139,Ronnie Brewer,193.0,81.0,University of Arkansas,1955.0,Fort Smith,Arkansas,1.93,21.745550216113184
3140,Andre Brown,206.0,111.0,DePaul University,1981.0,Chicago,Illinois,2.06,26.157036478461684
3141,Shannon Brown,193.0,92.0,Michigan State University,1985.0,Maywood,Illinois,1.93,24.69864962817794
3142,Rodney Carney,201.0,92.0,University of Memphis,1984.0,Memphis,Tennessee,2.01,22.771713571446256
3143,Mardy Collins,198.0,99.0,Temple University,1984.0,Philadelphia,Pennsylvania,1.98,25.252525252525253
3144,Will Conroy,188.0,88.0,University of Washington,1982.0,Portland,Oregon,1.88,24.898143956541425
3145,Paul Davis,211.0,122.0,Michigan State University,1984.0,Detroit,Michigan,2.11,27.40279867927495
3146,Yakhouba Diawara,201.0,102.0,Pepperdine University,1982.0,Paris,France,2.01,25.246899829212154
3147,Quincy Douby,190.0,79.0,Rutgers University,1984.0,Brooklyn,New York,1.9,21.883656509695292
3148,Jordan Farmar,188.0,81.0,"University of California, Los Angeles",1986.0,Los Angeles,California,1.88,22.917609778180175
3149,Desmon Farmer,196.0,99.0,University of Southern California,1981.0,Flint,Michigan,1.96,25.770512286547273
3150,Randy Foye,193.0,96.0,Villanova University,1983.0,Newark,New Jersey,1.93,25.77250395983785
3151,Jorge Garbajosa,206.0,111.0,,1977.0,Madrid,Spain,2.06,26.157036478461684
3152,Rudy Gay,203.0,104.0,University of Connecticut,1986.0,Brooklyn,New York,2.03,25.237205464825653
3153,Mickael Gelabale,201.0,97.0,,1983.0,Pointe Noire,Guadeloupe,2.01,24.009306700329205
3154,Daniel Gibson,188.0,86.0,University of Texas at Austin,1986.0,Houston,Texas,1.88,24.332277048438208
3155,Andreas Glyniadakis,216.0,127.0,,1981.0,Hania,Greece,2.16,27.220507544581615
3156,Lynn Greer,188.0,79.0,Temple University,1979.0,Philadelphia,Pennsylvania,1.88,22.351742870076958
3157,Mike Hall,203.0,104.0,George Washington University,1984.0,Chicago,Illinois,2.03,25.237205464825653
3158,Walter Herrmann,206.0,102.0,,1979.0,Venado Tuerto,Argentina,2.06,24.036195682910737
3159,Robert Hite,188.0,83.0,University of Miami,1984.0,Cincinnati,Ohio,1.88,23.48347668628339
3160,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",1984.0,Pasadena,California,2.13,23.804800634794688
3161,Mile Ilic,216.0,104.0,,1984.0,Tuzla,Bosnia and Herzegovina,2.16,22.290809327846365
3162,Ersan Ilyasova,208.0,106.0,,1987.0,Eskisehir,Turkey,2.08,24.500739644970412
3163,Alexander Johnson,206.0,108.0,Florida State University,1983.0,Albany,Georgia,2.06,25.45008954661137
3164,Solomon Jones,208.0,104.0,University of South Florida,1984.0,Eustis,Florida,2.08,24.038461538461537
3165,Tarence Kinsey,198.0,83.0,University of South Carolina,1984.0,Tampa,Florida,1.98,21.17130905009693
3166,James Lang,208.0,129.0,,1983.0,Mobile,Alabama,2.08,29.816937869822482
3167,Kyle Lowry,183.0,92.0,Villanova University,1986.0,Philadelphia,Pennsylvania,1.83,27.471707127713575
3168,Renaldo Major,201.0,90.0,"California State University, Fresno",1982.0,Chicago,Illinois,2.01,22.276676319893078
3169,Damir Markota,208.0,102.0,,1985.0,Sarajevo,Bosnia and Herzegovina,2.08,23.57618343195266
3170,Chris McCray,196.0,87.0,University of Maryland,1984.0,Capitol Heights,Maryland,1.96,22.646813827571847
3171,Ivan McFarlin,203.0,108.0,Oklahoma State University,1982.0,Missouri City,Texas,2.03,26.20786721347279
3172,Pops Mensah-Bonsu,206.0,108.0,George Washington University,1983.0,London,United Kingdom,2.06,25.45008954661137
3173,Paul Millsap,203.0,111.0,Louisiana Tech University,1985.0,Monroe,Louisiana,2.03,26.935863524958148
3174,Randolph Morris,208.0,120.0,University of Kentucky,1986.0,Houston,Texas,2.08,27.73668639053254
3175,Adam Morrison,203.0,92.0,Gonzaga University,1984.0,Glendive,Montana,2.03,22.32522021888423
3176,David Noel,198.0,104.0,University of North Carolina,1984.0,Durham,North Carolina,1.98,26.527905315784103
3177,Steve Novak,208.0,102.0,Marquette University,1983.0,Libertyville,Illinois,2.08,23.57618343195266
3178,Patrick O'Bryant,213.0,117.0,Bradley University,1986.0,Oskaloosa,Iowa,2.13,25.788534021027576
3179,Kevinn Pinkney,208.0,111.0,"University of Nevada, Reno",1983.0,Colton,California,2.08,25.656434911242602
3180,Leon Powe,203.0,108.0,University of California,1984.0,Berkeley,California,2.03,26.20786721347279
3181,Roger Powell,198.0,106.0,University of Illinois at Urbana-Champaign,1983.0,Joliet,Illinois,1.98,27.038057341087644
3182,Chris Quinn,188.0,83.0,University of Notre Dame,1983.0,New Orleans,Louisiana,1.88,23.48347668628339
3183,Allan Ray,188.0,86.0,Villanova University,1984.0,Bronx,New York,1.88,24.332277048438208
3184,J.J. Redick,188.0,86.0,,1984.0,,,1.88,24.332277048438208
3185,Jeremy Richardson,198.0,83.0,Delta State University,1984.0,Allentown,Pennsylvania,1.98,21.17130905009693
3186,Sergio Rodriguez,190.0,79.0,,1986.0,Tenerife,Spain,1.9,21.883656509695292
3187,Rajon Rondo,185.0,84.0,University of Kentucky,1986.0,Louisville,Kentucky,1.85,24.543462381300216
3188,Brandon Roy,198.0,97.0,University of Washington,1984.0,Seattle,Washington,1.98,24.742373227221712
3189,Thabo Sefolosha,201.0,99.0,,1984.0,Vevey,Switzerland,2.01,24.504343951882387
3190,Mouhamed Sene,201.0,99.0,,1984.0,,,2.01,24.504343951882387
3191,Cedric Simmons,206.0,106.0,North Carolina State University,1986.0,Shallotte,North Carolina,2.06,24.97879159204449
3192,Uros Slokar,208.0,107.0,,1983.0,Ljubljana,Slovenia,2.08,24.73187869822485
3193,Craig Smith,201.0,113.0,Boston College,1983.0,Inglewood,California,2.01,27.96960471275464
3194,Steven Smith,201.0,90.0,Michigan State University,1969.0,Highland Park,Michigan,2.01,22.276676319893078
3195,Vassilis Spanoulis,193.0,88.0,,1982.0,Larissa,Greece,1.93,23.624795296518027
3196,Tyrus Thomas,206.0,97.0,Louisiana State University,1986.0,Baton Rouge,Louisiana,2.06,22.857950796493544
3197,P.J. Tucker,206.0,97.0,,1986.0,,,2.06,22.857950796493544
3198,Marcus Vinicius,206.0,97.0,,1986.0,,,2.06,22.857950796493544
3199,James White,206.0,131.0,Georgetown University,1976.0,St. Louis,Missouri,2.06,30.870016024130457
3200,Justin Williams,208.0,102.0,University of Wyoming,1984.0,Chicago,Illinois,2.08,23.57618343195266
3201,Marcus Williams,185.0,89.0,University of Alabama,1982.0,Jackson,Mississippi,1.85,26.004382761139514
3202,Shawne Williams,185.0,91.0,University of North Carolina,1975.0,Bronx,New York,1.85,26.588750913075234
3203,Shelden Williams,185.0,91.0,University of North Carolina,1975.0,Bronx,New York,1.85,26.588750913075234
3204,Arron Afflalo,196.0,95.0,"University of California, Los Angeles",1985.0,Los Angeles,California,1.96,24.729279466888798
3205,Blake Ahearn,188.0,86.0,Missouri State University,1984.0,St. Louis,Missouri,1.88,24.332277048438208
3206,Lance Allred,211.0,113.0,Weber State University,1981.0,Salt Lake City,Utah,2.11,25.3812807439186
3207,Morris Almond,198.0,102.0,Rice University,1985.0,Dalton,Georgia,1.98,26.017753290480563
3208,Joel Anthony,206.0,111.0,"University of Nevada, Las Vegas",1982.0,Montreal,Canada,2.06,26.157036478461684
3209,Marco Belinelli,196.0,95.0,,1986.0,Bologna,Italy,1.96,24.729279466888798
3210,Corey Brewer,206.0,84.0,University of Florida,1986.0,Portland,Tennessee,2.06,19.794514091808843
3211,Aaron Brooks,183.0,73.0,University of Oregon,1985.0,Seattle,Washington,1.83,21.798202394816204
3212,Wilson Chandler,203.0,102.0,DePaul University,1987.0,Benton Harbor,Michigan,2.03,24.75187459050208
3213,Mike Conley,185.0,79.0,Ohio State University,1987.0,Fayetteville,Arkansas,1.85,23.08254200146092
3214,Daequan Cook,190.0,83.0,University of Portland,1958.0,Los Angeles,California,1.9,22.991689750692522
3215,Javaris Crittenton,196.0,90.0,Georgia Institute of Technology,1987.0,Atlanta,Georgia,1.96,23.427738442315704
3216,Jermareo Davidson,208.0,104.0,University of Alabama,1984.0,Atlanta,Georgia,2.08,24.038461538461537
3217,Glen Davis,206.0,131.0,Louisiana State University,1986.0,Baton Rouge,Louisiana,2.06,30.870016024130457
3218,Guillermo Diaz,188.0,87.0,University of Miami,1985.0,San Juan,Puerto Rico,1.88,24.615210502489816
3219,Jared Dudley,201.0,102.0,Boston College,1985.0,San Diego,California,2.01,25.246899829212154
3220,Kevin Durant,206.0,108.0,University of Texas at Austin,1988.0,Washington,District of Columbia,2.06,25.45008954661137
3221,Nick Fazekas,211.0,106.0,"University of Nevada, Reno",1985.0,Denver,Colorado,2.11,23.80898901641922
3222,Kyrylo Fesenko,216.0,130.0,,1986.0,Dnepropetrovsk,Ukraine,2.16,27.863511659807955
3223,Thomas Gardner,196.0,102.0,University of Missouri,1985.0,Portland,Oregon,1.96,26.55143690129113
3224,Marcin Gortat,211.0,108.0,,1984.0,Lodz,Poland,2.11,24.258215224276185
3225,Aaron Gray,213.0,122.0,University of Pittsburgh,1984.0,Tarzana,California,2.13,26.890608124490296
3226,Jeff Green,196.0,88.0,University of Maryland,1941.0,,,1.96,22.907122032486466
3227,Taurean Green,183.0,80.0,University of Florida,1986.0,Fort Lauderdale,Florida,1.83,23.888440980620498
3228,Mike Harris,198.0,108.0,Rice University,1983.0,Hillsboro,Texas,1.98,27.548209366391184
3229,Spencer Hawes,216.0,111.0,University of Washington,1988.0,Seattle,Washington,2.16,23.791152263374485
3230,Al Horford,208.0,111.0,University of Florida,1986.0,Puerto Plata,Dominican Republic,2.08,25.656434911242602
3231,Yi Jianlian,213.0,108.0,,1987.0,He Shan,China,2.13,23.804800634794688
3232,Coby Karl,196.0,97.0,Boise State University,1983.0,Great Falls,Montana,1.96,25.249895876718035
3233,Carl Landry,206.0,112.0,Purdue University,1983.0,Milwaukee,Wisconsin,2.06,26.392685455745124
3234,Keith Langford,193.0,97.0,University of Kansas,1983.0,Fort Worth,Texas,1.93,26.040967542752828
3235,Stephane Lasme,203.0,97.0,University of Massachusetts Amherst,1982.0,Port-Gentil,Gabon,2.03,23.538547404693155
3236,Acie Law,190.0,88.0,Texas A&M University,1985.0,Dallas,Texas,1.9,24.37673130193906
3237,Ian Mahinmi,211.0,113.0,,1986.0,Rouen,France,2.11,25.3812807439186
3238,Dominic McGuire,206.0,99.0,"California State University, Fresno",1985.0,San Diego,California,2.06,23.329248751060423
3239,Josh McRoberts,208.0,108.0,Duke University,1987.0,Indianapolis,Indiana,2.08,24.96301775147929
3240,Jamario Moon,203.0,92.0,Meridian Community College,1980.0,Goodwater,Alabama,2.03,22.32522021888423
3241,Juan Carlos,203.0,92.0,,1980.0,,,2.03,22.32522021888423
3242,Demetris Nichols,203.0,97.0,Syracuse University,1984.0,Boston,Massachusetts,2.03,23.538547404693155
3243,Joakim Noah,211.0,104.0,University of Florida,1985.0,New York,New York,2.11,23.35976280856225
3244,Oleksiy Pecherov,213.0,105.0,,1985.0,Donetsk,Ukraine,2.13,23.14355617271706
3245,Kosta Perovic,218.0,108.0,,1985.0,Osijek,Croatia,2.18,22.72535981819712
3246,Kasib Powell,201.0,97.0,Texas Tech University,1981.0,Teaneck,New Jersey,2.01,24.009306700329205
3247,Gabe Pruitt,193.0,77.0,University of Southern California,1986.0,Los Angeles,California,1.93,20.671695884453275
3248,Chris Richard,206.0,122.0,University of Florida,1984.0,Lakeland,Florida,2.06,28.74917522857951
3249,Cheikh Samb,216.0,111.0,,1984.0,Senegal,,2.16,23.791152263374485
3250,Luis Scola,206.0,108.0,,1980.0,Buenos Aires,Argentina,2.06,25.45008954661137
3251,Ramon Sessions,190.0,86.0,"University of Nevada, Reno",1986.0,Myrtle Beach,South Carolina,1.9,23.822714681440445
3252,Courtney Sims,208.0,111.0,University of Michigan,1983.0,Roslindale,Massachusetts,2.08,25.656434911242602
3253,Jason Smith,211.0,113.0,Louisiana State University,1977.0,Atlanta,Georgia,2.11,25.3812807439186
3254,D.J. Strawberry,211.0,113.0,,1977.0,,,2.11,25.3812807439186
3255,Rodney Stuckey,196.0,95.0,Eastern Washington University,1986.0,Seattle,Washington,1.96,24.729279466888798
3256,Al Thornton,203.0,99.0,Florida State University,1983.0,Perry,Georgia,2.03,24.023878279016728
3257,Alando Tucker,203.0,86.0,Oklahoma Baptist University,1943.0,Dayton,Ohio,2.03,20.869227595913518
3258,Darius Washington,188.0,88.0,University of Memphis,1985.0,Winter Park,Florida,1.88,24.898143956541425
3259,Darryl Watkins,211.0,117.0,Syracuse University,1984.0,Paterson,New Jersey,2.11,26.279733159632535
3260,C.J. Watson,211.0,117.0,,1984.0,,,2.11,26.279733159632535
3261,Mario West,208.0,104.0,Old Dominion University,1960.0,Petersburg,Virginia,2.08,24.038461538461537
3262,Sean Williams,208.0,106.0,Boston College,1986.0,Houston,Texas,2.08,24.500739644970412
3263,Brandan Wright,211.0,102.0,"University of California, Los Angeles",1962.0,Hollywood,California,2.11,22.910536600705285
3264,Julian Wright,203.0,102.0,University of Kansas,1987.0,Chicago,Illinois,2.03,24.75187459050208
3265,Nick Young,201.0,95.0,University of Southern California,1985.0,Los Angeles,California,2.01,23.514269448776027
3266,Thaddeus Young,203.0,100.0,Georgia Institute of Technology,1988.0,New Orleans,Louisiana,2.03,24.26654371617851
3267,Alexis Ajinca,218.0,112.0,,1988.0,Saint-Etienne,France,2.18,23.56703981146368
3268,Joe Alexander,203.0,104.0,West Virginia University,1986.0,Kaohsiung,Taiwan,2.03,25.237205464825653
3269,Ryan Anderson,208.0,108.0,University of California,1988.0,Sacramento,California,2.08,24.96301775147929
3270,Darrell Arthur,206.0,106.0,University of Kansas,1988.0,Dallas,Texas,2.06,24.97879159204449
3271,D.J. Augustin,206.0,106.0,,1988.0,,,2.06,24.97879159204449
3272,Nicolas Batum,203.0,90.0,,1988.0,Lisieux,France,2.03,21.83988934456066
3273,Jerryd Bayless,190.0,90.0,University of Arizona,1988.0,Phoenix,Arizona,1.9,24.930747922437675
3274,Michael Beasley,206.0,106.0,Kansas State University,1989.0,Frederick,Maryland,2.06,24.97879159204449
3275,Bobby Brown,193.0,92.0,Miami University,1923.0,Versailles,Ohio,1.93,24.69864962817794
3276,Mario Chalmers,188.0,86.0,University of Kansas,1986.0,Anchorage,Alaska,1.88,24.332277048438208
3277,Joe Crawford,196.0,95.0,University of Kentucky,1986.0,Detroit,Michigan,1.96,24.729279466888798
3278,Joey Dorsey,203.0,121.0,University of Memphis,1983.0,Baltimore,Maryland,2.03,29.362517896575998
3279,Chris Douglas-Roberts,201.0,90.0,University of Memphis,1987.0,Detroit,Michigan,2.01,22.276676319893078
3280,Goran Dragic,190.0,86.0,,1986.0,Ljubljana,Slovenia,1.9,23.822714681440445
3281,Rudy Fernandez,198.0,83.0,,1985.0,Palma de Mallorca,Spain,1.98,21.17130905009693
3282,Danilo Gallinari,208.0,102.0,,1988.0,Sant'Angelo Lodigiano,Italy,2.08,23.57618343195266
3283,Marc Gasol,216.0,115.0,,1985.0,Barcelona,Spain,2.16,24.648491083676266
3284,J.R. Giddens,216.0,115.0,,1985.0,,,2.16,24.648491083676266
3285,Eric Gordon,193.0,97.0,Indiana University,1988.0,Indianapolis,Indiana,1.93,26.040967542752828
3286,Donte Greene,211.0,102.0,Syracuse University,1988.0,Munich,Germany,2.11,22.910536600705285
3287,Hamed Haddadi,218.0,115.0,,1985.0,Ahvaz,Islamic Republic of Iran,2.18,24.198299806413598
3288,Malik Hairston,198.0,99.0,University of Oregon,1987.0,Detroit,Michigan,1.98,25.252525252525253
3289,Roy Hibbert,218.0,122.0,Georgetown University,1986.0,Queens,New York,2.18,25.67123979463008
3290,J.J. Hickson,218.0,122.0,,1986.0,,,2.18,25.67123979463008
3291,George Hill,190.0,85.0,Indiana University-Purdue University Indianapolis,1986.0,Indianapolis,Indiana,1.9,23.545706371191137
3292,Steven Hill,213.0,112.0,University of Arkansas,1985.0,Chanute,Kansas,2.13,24.68645991756486
3293,Othello Hunter,203.0,102.0,Ohio State University,1986.0,Winston-Salem,North Carolina,2.03,24.75187459050208
3294,Darnell Jackson,206.0,114.0,University of Kansas,1985.0,Oklahoma City,Oklahoma,2.06,26.863983410312
3295,Nathan Jawai,208.0,127.0,Midland College,1986.0,Sydney,Australia,2.08,29.354659763313606
3296,Dontell Jefferson,196.0,88.0,University of Arkansas,1983.0,Lithonia,Georgia,1.96,22.907122032486466
3297,Trey Johnson,196.0,98.0,Jackson State University,1984.0,Jackson,Mississippi,1.96,25.510204081632654
3298,DeAndre Jordan,211.0,120.0,Texas A&M University,1988.0,Houston,Texas,2.11,26.953572471417985
3299,Kosta Koufos,213.0,120.0,Ohio State University,1989.0,Canton,Ohio,2.13,26.44977848310521
3300,Rob Kurz,206.0,105.0,University of Notre Dame,1985.0,Philadelphia,Pennsylvania,2.06,24.74314261476105
3301,Courtney Lee,196.0,90.0,Western Kentucky University,1985.0,Indianapolis,Indiana,1.96,23.427738442315704
3302,Brook Lopez,213.0,124.0,Stanford University,1988.0,North Hollywood,California,2.13,27.331437765875382
3303,Robin Lopez,213.0,115.0,Stanford University,1988.0,North Hollywood,California,2.13,25.34770437964249
3304,Kevin Love,208.0,113.0,"University of California, Los Angeles",1988.0,Santa Monica,California,2.08,26.118713017751478
3305,Cartier Martin,201.0,99.0,Kansas State University,1984.0,Crockett,Texas,2.01,24.504343951882387
3306,O.J. Mayo,201.0,99.0,,1984.0,,,2.01,24.504343951882387
3307,Luc Mbah,201.0,99.0,,1984.0,,,2.01,24.504343951882387
3308,JaVale McGee,213.0,122.0,"University of Nevada, Reno",1988.0,Flint,Michigan,2.13,26.890608124490296
3309,Anthony Morrow,196.0,95.0,Georgia Institute of Technology,1985.0,Charlotte,North Carolina,1.96,24.729279466888798
3310,DeMarcus Nelson,193.0,90.0,Duke University,1985.0,Oakland,California,1.93,24.161722462347985
3311,Greg Oden,213.0,113.0,Ohio State University,1988.0,Buffalo,New York,2.13,24.906874738257404
3312,Anthony Randolph,208.0,92.0,Louisiana State University,1989.0,Worzbach,Germany,2.08,21.26479289940828
3313,Derrick Rose,190.0,86.0,University of Memphis,1988.0,Chicago,Illinois,1.9,23.822714681440445
3314,Brandon Rush,198.0,99.0,University of Kansas,1985.0,Kansas City,Missouri,1.98,25.252525252525253
3315,Walter Sharpe,206.0,111.0,University of Alabama at Birmingham,1986.0,Huntsville,Alabama,2.06,26.157036478461684
3316,Sean Singletary,183.0,83.0,University of Virginia,1985.0,Philadelphia,Pennsylvania,1.83,24.78425751739377
3317,Marreese Speights,208.0,115.0,University of Florida,1987.0,St. Petersburg,Florida,2.08,26.58099112426035
3318,Mike Taylor,188.0,74.0,Iowa State University,1986.0,Chicago,Illinois,1.88,20.937075599818925
3319,Jason Thompson,185.0,83.0,University of South Carolina,1946.0,New York,New York,1.85,24.251278305332356
3320,Anthony Tolliver,203.0,108.0,Creighton University,1985.0,Springfield,Missouri,2.03,26.20786721347279
3321,Roko Ukic,196.0,83.0,,1984.0,Split,Croatia,1.96,21.605581007913372
3322,Henry Walker,196.0,83.0,,1984.0,,,1.96,21.605581007913372
3323,Kyle Weaver,198.0,91.0,Washington State University,1986.0,Janesville,Wisconsin,1.98,23.21191715131109
3324,Sonny Weems,198.0,92.0,University of Arkansas,1986.0,West Memphis,Arkansas,1.98,23.46699316396286
3325,Russell Westbrook,190.0,90.0,"University of California, Los Angeles",1988.0,Long Beach,California,1.9,24.930747922437675
3326,D.J. White,190.0,90.0,,1988.0,,,1.9,24.930747922437675
3327,Jawad Williams,206.0,108.0,St. John's University,1968.0,Ritter,South Carolina,2.06,25.45008954661137
3328,Sun Yue,206.0,92.0,,1985.0,Hebei,China,2.06,21.67970591007635
3329,David Andersen,208.0,104.0,Augsburg College,1943.0,Minneapolis,Minnesota,2.08,24.038461538461537
3330,Antonio Anderson,188.0,83.0,Canisius College,1945.0,Buffalo,New York,1.88,23.48347668628339
3331,Jeff Ayres,188.0,83.0,,1945.0,,,1.88,23.48347668628339
3332,Rodrigue Beaubois,183.0,77.0,,1988.0,Pointe-a-Pitre,Guadeloupe,1.83,22.99262444384723
3333,DeJuan Blair,201.0,122.0,University of Pittsburgh,1989.0,Pittsburgh,Pennsylvania,2.01,30.19727234474395
3334,Jon Brockman,201.0,115.0,University of Washington,1987.0,Snohomish,Washington,2.01,28.464641964307823
3335,Derrick Brown,185.0,72.0,Jacksonville University,1968.0,Jacksonville,Florida,1.85,21.0372534696859
3336,Chase Budinger,201.0,94.0,University of Arizona,1988.0,Encinitas,California,2.01,23.266750822999438
3337,DeMarre Carroll,203.0,97.0,University of Missouri,1986.0,Birmingham,Alabama,2.03,23.538547404693155
3338,Omri Casspi,206.0,102.0,,1988.0,Holon,Israel,2.06,24.036195682910737
3339,Earl Clark,208.0,102.0,University of Louisville,1988.0,Plainfield,New Jersey,2.08,23.57618343195266
3340,Darren Collison,183.0,79.0,"University of California, Los Angeles",1987.0,Rancho Cucamonga,California,1.83,23.589835468362743
3341,Dante Cunningham,203.0,104.0,Villanova University,1987.0,Clinton,Maryland,2.03,25.237205464825653
3342,JamesOn Curry,190.0,86.0,Oklahoma State University,1986.0,Pleasant Grove,North Carolina,1.9,23.822714681440445
3343,Stephen Curry,190.0,86.0,Davidson College,1988.0,Akron,Ohio,1.9,23.822714681440445
3344,Austin Daye,211.0,99.0,Gonzaga University,1988.0,Irvine,California,2.11,22.23669728891984
3345,DeMar DeRozan,201.0,100.0,University of Southern California,1989.0,Compton,California,2.01,24.751862577658976
3346,Toney Douglas,188.0,88.0,Florida State University,1986.0,Jonesboro,Georgia,1.88,24.898143956541425
3347,Wayne Ellington,193.0,90.0,University of North Carolina,1987.0,Wynnewood,Pennsylvania,1.93,24.161722462347985
3348,Tyreke Evans,198.0,99.0,University of Memphis,1989.0,Chester,Pennsylvania,1.98,25.252525252525253
3349,Jonny Flynn,183.0,83.0,Syracuse University,1989.0,Niagara Falls,New York,1.83,24.78425751739377
3350,Sundiata Gaines,185.0,83.0,University of Georgia,1986.0,Jamaica,New York,1.85,24.251278305332356
3351,Alonzo Gee,198.0,102.0,University of Alabama,1987.0,Riviera Beach,Florida,1.98,26.017753290480563
3352,Taj Gibson,206.0,102.0,University of Southern California,1985.0,Brooklyn,New York,2.06,24.036195682910737
3353,Trey Gilder,206.0,83.0,Northwestern State University,1985.0,Dallas,Texas,2.06,19.558865114525403
3354,Danny Green,206.0,100.0,"University of California, Los Angeles",1957.0,Lynwood,California,2.06,23.56489772834386
3355,Taylor Griffin,201.0,107.0,University of Oklahoma,1986.0,Oklahoma City,Oklahoma,2.01,26.484492958095103
3356,Tyler Hansbrough,206.0,113.0,University of North Carolina,1985.0,Poplar Bluff,Missouri,2.06,26.628334433028563
3357,James Harden,196.0,99.0,Arizona State University,1989.0,Los Angeles,California,1.96,25.770512286547273
3358,Jordan Hill,208.0,106.0,University of Arizona,1987.0,Atlanta,Georgia,2.08,24.500739644970412
3359,Jrue Holiday,193.0,92.0,"University of California, Los Angeles",1990.0,Chatsworth,California,1.93,24.69864962817794
3360,Lester Hudson,190.0,86.0,University of Tennessee at Martin,1984.0,Memphis,Tennessee,1.9,23.822714681440445
3361,Chris Hunter,211.0,108.0,University of Michigan,1984.0,Gary,Indiana,2.11,24.258215224276185
3362,Serge Ibaka,208.0,106.0,,1989.0,Brazzaville,Republic of the Congo,2.08,24.500739644970412
3363,Cedric Jackson,190.0,86.0,Cleveland State University,1986.0,Alamogordo,New Mexico,1.9,23.822714681440445
3364,Othyus Jeffers,196.0,90.0,Robert Morris University (IL),1985.0,Chicago,Illinois,1.96,23.427738442315704
3365,Brandon Jennings,185.0,77.0,,1989.0,Compton,California,1.85,22.498173849525198
3366,Jonas Jerebko,208.0,104.0,,1987.0,Kinna,Sweden,2.08,24.038461538461537
3367,James Johnson,206.0,113.0,Wake Forest University,1987.0,Cheyenne,Wyoming,2.06,26.628334433028563
3368,Oliver Lafayette,188.0,86.0,University of Houston,1984.0,Baton Rouge,Louisiana,1.88,24.332277048438208
3369,Marcus Landry,201.0,104.0,University of Wisconsin,1985.0,Milwaukee,Wisconsin,2.01,25.741937080765336
3370,Ty Lawson,180.0,88.0,University of North Carolina,1987.0,Clinton,Maryland,1.8,27.160493827160494
3371,Wesley Matthews,185.0,77.0,University of Wisconsin,1959.0,Sarasota,Florida,1.85,22.498173849525198
